binary,bins,shape,algo,gibps_median,exit_ok,direct_ran,runs
even,1048576,stale_resident,direct_cuckoo,496.30,1,1,496.4;496.3;496.3
even,1048576,concentrated:0.0,direct_single_probe,1944.75,1,1,1943.2;1945.1;1944.7
even,1048576,hash_synonym,direct_single_probe,623.14,1,1,623.1;623.1;623.3
even,1048576,powerlaw:0.5,direct_single_probe,548.96,1,1,548.9;549.0;549.1
even,1048576,stale_resident,direct_single_probe,496.30,1,1,496.1;496.3;496.3
even,1048576,concentrated:0.0,gmem_priv_gather,469.58,1,1,469.7;469.5;469.6
even,1048576,hash_synonym,gmem_priv_gather,230.32,1,1,230.6;230.3;230.3
even,1048576,powerlaw:0.5,gmem_priv_gather,213.87,1,1,213.3;213.9;213.9
even,1048576,stale_resident,gmem_priv_gather,276.81,1,1,277.0;276.8;276.5
even,1048576,concentrated:0.0,priv_cuckoo,272.34,1,1,272.5;272.3;271.9
even,1048576,hash_synonym,priv_cuckoo,169.93,1,1,169.9;169.9;170.0
even,1048576,powerlaw:0.5,priv_cuckoo,165.40,1,1,165.4;165.4;165.4
even,1048576,stale_resident,priv_cuckoo,196.24,1,1,196.0;196.3;196.2
even,1048576,concentrated:0.0,priv_single_probe,272.24,1,1,272.1;272.2;273.0
even,1048576,hash_synonym,priv_single_probe,169.89,1,1,169.8;170.0;169.9
even,1048576,powerlaw:0.5,priv_single_probe,165.18,1,1,165.2;165.1;165.4
even,1048576,stale_resident,priv_single_probe,196.21,1,1,196.2;196.2;196.3
range,65536,concentrated:0.0,default,1170.42,1,0,1170.3;1171.2;1170.4
range,65536,hash_synonym,default,482.79,1,0,483.0;482.8;482.7
range,65536,powerlaw:0.5,default,696.25,1,0,696.1;696.4;696.2
range,65536,stale_resident,default,523.04,1,0,523.0;523.1;522.4
range,65536,concentrated:0.0,hybrid,1169.86,1,0,1171.0;1169.9;1169.2
range,65536,hash_synonym,hybrid,483.37,1,0,483.2;483.4;483.5
range,65536,powerlaw:0.5,hybrid,696.06,1,0,696.1;696.0;696.3
range,65536,stale_resident,hybrid,523.20,1,0,523.2;523.4;523.0
range,65536,concentrated:0.0,direct_cuckoo,1920.74,1,1,1920.8;1919.8;1920.7
range,65536,hash_synonym,direct_cuckoo,552.30,1,1,552.3;551.9;552.5
range,65536,powerlaw:0.5,direct_cuckoo,469.53,1,1,469.7;469.5;469.5
range,65536,stale_resident,direct_cuckoo,444.13,1,1,444.2;443.8;444.1
range,65536,concentrated:0.0,direct_single_probe,1880.27,1,1,1880.2;1880.7;1880.3
range,65536,hash_synonym,direct_single_probe,579.96,1,1,580.0;579.6;580.0
range,65536,powerlaw:0.5,direct_single_probe,496.44,1,1,496.4;496.5;495.9
range,65536,stale_resident,direct_single_probe,454.68,1,1,454.6;454.7;454.9
range,65536,concentrated:0.0,gmem_priv_gather,1190.06,1,1,1189.6;1190.9;1190.1
range,65536,hash_synonym,gmem_priv_gather,547.80,1,1,547.8;547.8;547.9
range,65536,powerlaw:0.5,gmem_priv_gather,558.55,1,1,558.6;559.2;558.3
range,65536,stale_resident,gmem_priv_gather,381.26,1,1,381.3;382.0;381.2
range,65536,concentrated:0.0,priv_cuckoo,1116.89,1,1,1116.9;1116.4;1117.2
range,65536,hash_synonym,priv_cuckoo,460.48,1,1,461.1;460.5;460.4
range,65536,powerlaw:0.5,priv_cuckoo,423.94,1,1,423.9;423.9;424.6
range,65536,stale_resident,priv_cuckoo,367.85,1,1,367.8;368.1;367.7
range,65536,concentrated:0.0,priv_single_probe,1121.49,1,1,1121.2;1121.5;1122.3
range,65536,hash_synonym,priv_single_probe,492.75,1,1,492.8;492.9;492.0
range,65536,powerlaw:0.5,priv_single_probe,465.63,1,1,465.8;465.6;465.6
range,65536,stale_resident,priv_single_probe,397.85,1,1,397.7;397.9;397.9
range,262144,concentrated:0.0,default,1883.76,1,1,1884.2;1883.8;1882.9
range,262144,hash_synonym,default,470.87,1,1,470.1;470.9;471.2
range,262144,powerlaw:0.5,default,464.62,1,1,464.2;464.7;464.6
range,262144,stale_resident,default,456.10,1,1,456.2;456.1;456.0
range,262144,concentrated:0.0,hybrid,999.44,1,0,999.3;999.9;999.4
range,262144,hash_synonym,hybrid,354.55,1,0,354.8;354.5;354.3
range,262144,powerlaw:0.5,hybrid,525.10,1,0,525.5;525.1;524.4
range,262144,stale_resident,hybrid,477.75,1,0,476.3;477.8;478.0
range,262144,concentrated:0.0,direct_cuckoo,1881.71,1,1,1881.5;1881.7;1884.1
range,262144,hash_synonym,direct_cuckoo,470.58,1,1,470.6;470.3;470.6
range,262144,powerlaw:0.5,direct_cuckoo,464.28,1,1,464.2;464.3;464.3
range,262144,stale_resident,direct_cuckoo,455.67,1,1,455.9;455.7;455.2
range,262144,concentrated:0.0,direct_single_probe,1883.12,1,1,1883.1;1884.3;1882.8
range,262144,hash_synonym,direct_single_probe,470.67,1,1,470.6;470.7;470.9
range,262144,powerlaw:0.5,direct_single_probe,464.80,1,1,464.8;464.7;465.3
range,262144,stale_resident,direct_single_probe,455.92,1,1,455.9;456.1;455.9
range,262144,concentrated:0.0,gmem_priv_gather,875.61,1,1,875.6;875.4;876.2
range,262144,hash_synonym,gmem_priv_gather,362.36,1,1,362.4;361.8;362.4
range,262144,powerlaw:0.5,gmem_priv_gather,443.13,1,1,443.1;443.1;443.1
range,262144,stale_resident,gmem_priv_gather,340.05,1,1,340.0;339.9;340.1
range,262144,concentrated:0.0,priv_cuckoo,855.67,1,1,855.5;855.7;856.4
range,262144,hash_synonym,priv_cuckoo,347.66,1,1,347.6;347.7;347.7
range,262144,powerlaw:0.5,priv_cuckoo,357.14,1,1,357.1;357.4;357.1
range,262144,stale_resident,priv_cuckoo,334.22,1,1,334.4;334.2;334.0
range,262144,concentrated:0.0,priv_single_probe,858.78,1,1,860.0;858.8;858.6
range,262144,hash_synonym,priv_single_probe,364.73,1,1,364.6;364.7;364.8
range,262144,powerlaw:0.5,priv_single_probe,387.28,1,1,387.8;387.1;387.3
range,262144,stale_resident,priv_single_probe,358.53,1,1,358.5;358.5;358.5
range,1048576,concentrated:0.0,default,1898.40,1,1,1898.4;1898.3;1898.9
range,1048576,hash_synonym,default,475.47,1,1,475.3;475.5;475.8
range,1048576,powerlaw:0.5,default,449.34,1,1,449.1;449.3;449.7
range,1048576,stale_resident,default,461.52,1,1,461.5;461.6;461.1
range,1048576,concentrated:0.0,hybrid,633.98,1,0,634.5;633.9;634.0
range,1048576,hash_synonym,hybrid,282.23,1,0,282.2;282.0;282.3
range,1048576,powerlaw:0.5,hybrid,346.07,1,0,346.3;346.1;346.0
range,1048576,stale_resident,hybrid,385.40,1,0,385.4;385.2;385.6
range,1048576,concentrated:0.0,direct_cuckoo,1898.92,1,1,1898.9;1899.3;1898.8
range,1048576,hash_synonym,direct_cuckoo,475.26,1,1,474.8;475.3;475.4
range,1048576,powerlaw:0.5,direct_cuckoo,449.34,1,1,449.3;449.0;449.4
range,1048576,stale_resident,direct_cuckoo,461.29,1,1,461.1;461.5;461.3
range,1048576,concentrated:0.0,direct_single_probe,1898.48,1,1,1899.9;1898.5;1898.0
range,1048576,hash_synonym,direct_single_probe,475.93,1,1,475.9;475.4;476.2
range,1048576,powerlaw:0.5,direct_single_probe,448.58,1,1,448.6;449.0;448.5
range,1048576,stale_resident,direct_single_probe,461.23,1,1,461.6;460.9;461.2
range,1048576,concentrated:0.0,gmem_priv_gather,426.72,1,1,426.9;426.7;426.7
range,1048576,hash_synonym,gmem_priv_gather,247.36,1,1,247.5;246.9;247.4
range,1048576,powerlaw:0.5,gmem_priv_gather,228.73,1,1,228.8;228.6;228.7
range,1048576,stale_resident,gmem_priv_gather,251.34,1,1,251.5;251.3;251.3
range,1048576,concentrated:0.0,priv_cuckoo,428.20,1,1,428.3;428.2;428.2
range,1048576,hash_synonym,priv_cuckoo,243.48,1,1,243.2;243.7;243.5
range,1048576,powerlaw:0.5,priv_cuckoo,245.23,1,1,245.3;245.2;244.9
range,1048576,stale_resident,priv_cuckoo,241.63,1,1,241.5;241.6;241.6
range,1048576,concentrated:0.0,priv_single_probe,429.43,1,1,429.0;429.6;429.4
range,1048576,hash_synonym,priv_single_probe,252.41,1,1,252.4;252.4;252.2
range,1048576,powerlaw:0.5,priv_single_probe,259.66,1,1,259.8;259.6;259.7
range,1048576,stale_resident,priv_single_probe,253.94,1,1,253.7;254.1;253.9
multi_even,65536,concentrated:0.0,default,2229.72,1,1,2231.2;2229.7;2229.6
multi_even,65536,hash_synonym,default,741.29,1,1,741.4;741.3;741.2
multi_even,65536,powerlaw:0.5,default,583.41,1,1,583.4;583.5;583.4
multi_even,65536,stale_resident,default,455.66,1,1,455.7;455.7;455.6
multi_even,65536,concentrated:0.0,hybrid,2258.56,1,1,2258.8;2258.3;2258.6
multi_even,65536,hash_synonym,hybrid,696.39,1,1,695.4;697.3;696.4
multi_even,65536,powerlaw:0.5,hybrid,543.13,1,1,543.3;543.1;543.1
multi_even,65536,stale_resident,hybrid,430.20,1,1,430.0;430.2;430.3
multi_even,65536,concentrated:0.0,direct_cuckoo,2259.95,1,1,2260.1;2258.9;2260.0
multi_even,65536,hash_synonym,direct_cuckoo,696.17,1,1,695.8;696.2;696.7
multi_even,65536,powerlaw:0.5,direct_cuckoo,543.01,1,1,543.0;542.9;543.1
multi_even,65536,stale_resident,direct_cuckoo,430.31,1,1,430.6;430.3;430.2
multi_even,65536,concentrated:0.0,direct_single_probe,2230.59,1,1,2230.7;2229.9;2230.6
multi_even,65536,hash_synonym,direct_single_probe,741.28,1,1,741.4;741.0;741.3
multi_even,65536,powerlaw:0.5,direct_single_probe,583.26,1,1,583.3;583.2;583.4
multi_even,65536,stale_resident,direct_single_probe,455.59,1,1,455.6;455.6;455.7
multi_even,65536,concentrated:0.0,gmem_priv_gather,1891.76,1,1,1891.5;1891.8;1891.8
multi_even,65536,hash_synonym,gmem_priv_gather,526.02,1,1,526.0;525.4;526.5
multi_even,65536,powerlaw:0.5,gmem_priv_gather,601.37,1,1,601.9;601.4;600.9
multi_even,65536,stale_resident,gmem_priv_gather,430.73,1,1,430.7;430.7;430.7
multi_even,65536,concentrated:0.0,priv_cuckoo,1892.11,1,1,1892.6;1890.5;1892.1
multi_even,65536,hash_synonym,priv_cuckoo,526.11,1,1,526.6;526.1;526.0
multi_even,65536,powerlaw:0.5,priv_cuckoo,601.57,1,1,601.6;601.5;601.7
multi_even,65536,stale_resident,priv_cuckoo,430.74,1,1,430.7;430.7;430.7
multi_even,65536,concentrated:0.0,priv_single_probe,1891.15,1,1,1891.4;1890.0;1891.2
multi_even,65536,hash_synonym,priv_single_probe,525.59,1,1,525.6;526.1;525.5
multi_even,65536,powerlaw:0.5,priv_single_probe,601.66,1,1,601.3;602.1;601.7
multi_even,65536,stale_resident,priv_single_probe,430.76,1,1,430.5;430.8;430.8
multi_even,262144,concentrated:0.0,default,2233.28,1,1,2232.6;2234.6;2233.3
multi_even,262144,hash_synonym,default,596.53,1,1,596.2;596.5;596.6
multi_even,262144,powerlaw:0.5,default,303.34,1,1,303.3;303.5;303.0
multi_even,262144,stale_resident,default,457.12,1,1,457.1;457.1;457.2
multi_even,262144,concentrated:0.0,hybrid,2234.77,1,1,2234.8;2234.9;2233.8
multi_even,262144,hash_synonym,hybrid,596.43,1,1,596.4;596.2;596.7
multi_even,262144,powerlaw:0.5,hybrid,303.15,1,1,303.4;303.2;303.1
multi_even,262144,stale_resident,hybrid,457.10,1,1,457.0;457.1;457.1
multi_even,262144,concentrated:0.0,direct_cuckoo,2234.08,1,1,2234.2;2233.8;2234.1
multi_even,262144,hash_synonym,direct_cuckoo,596.39,1,1,596.3;596.4;596.5
multi_even,262144,powerlaw:0.5,direct_cuckoo,303.41,1,1,303.9;303.4;303.2
multi_even,262144,stale_resident,direct_cuckoo,457.05,1,1,456.9;457.1;457.0
multi_even,262144,concentrated:0.0,direct_single_probe,2233.87,1,1,2233.9;2232.0;2234.7
multi_even,262144,hash_synonym,direct_single_probe,596.43,1,1,596.4;596.5;596.3
multi_even,262144,powerlaw:0.5,direct_single_probe,302.68,1,1,302.7;303.9;302.7
multi_even,262144,stale_resident,direct_single_probe,456.98,1,1,457.0;457.1;456.9
multi_even,262144,concentrated:0.0,gmem_priv_gather,962.68,1,1,962.7;962.8;962.5
multi_even,262144,hash_synonym,gmem_priv_gather,345.91,1,1,346.0;345.9;345.9
multi_even,262144,powerlaw:0.5,gmem_priv_gather,327.95,1,1,328.0;328.1;327.8
multi_even,262144,stale_resident,gmem_priv_gather,363.31,1,1,363.3;363.4;363.2
multi_even,262144,concentrated:0.0,priv_cuckoo,962.48,1,1,962.3;962.5;963.4
multi_even,262144,hash_synonym,priv_cuckoo,346.22,1,1,346.5;346.1;346.2
multi_even,262144,powerlaw:0.5,priv_cuckoo,327.76,1,1,327.9;327.8;327.7
multi_even,262144,stale_resident,priv_cuckoo,363.43,1,1,363.4;363.3;363.5
multi_even,262144,concentrated:0.0,priv_single_probe,962.68,1,1,962.3;963.5;962.7
multi_even,262144,hash_synonym,priv_single_probe,345.94,1,1,345.9;345.9;346.1
multi_even,262144,powerlaw:0.5,priv_single_probe,327.67,1,1,327.5;327.7;328.0
multi_even,262144,stale_resident,priv_single_probe,363.24,1,1,363.2;363.3;363.2
multi_even,1048576,concentrated:0.0,default,2251.50,1,1,2251.0;2252.1;2251.5
multi_even,1048576,hash_synonym,default,602.81,1,1,602.7;602.9;602.8
multi_even,1048576,powerlaw:0.5,default,371.12,1,1,370.7;371.1;371.2
multi_even,1048576,stale_resident,default,461.67,1,1,461.6;461.7;461.8
multi_even,1048576,concentrated:0.0,hybrid,2252.32,1,1,2252.3;2251.5;2252.6
multi_even,1048576,hash_synonym,hybrid,602.66,1,1,602.7;602.6;602.8
multi_even,1048576,powerlaw:0.5,hybrid,370.87,1,1,370.9;371.0;370.9
multi_even,1048576,stale_resident,hybrid,461.70,1,1,461.6;461.7;461.7
multi_even,1048576,concentrated:0.0,direct_cuckoo,2252.32,1,1,2252.3;2252.5;2252.0
multi_even,1048576,hash_synonym,direct_cuckoo,603.05,1,1,602.8;603.1;603.1
multi_even,1048576,powerlaw:0.5,direct_cuckoo,371.41,1,1,371.4;370.0;371.7
multi_even,1048576,stale_resident,direct_cuckoo,461.85,1,1,461.9;461.8;461.6
multi_even,1048576,concentrated:0.0,direct_single_probe,2251.59,1,1,2251.3;2252.8;2251.6
multi_even,1048576,hash_synonym,direct_single_probe,602.62,1,1,602.6;602.9;602.6
multi_even,1048576,powerlaw:0.5,direct_single_probe,370.75,1,1,370.1;370.7;371.0
multi_even,1048576,stale_resident,direct_single_probe,461.75,1,1,461.5;461.8;461.8
multi_even,1048576,concentrated:0.0,gmem_priv_gather,319.36,1,1,319.1;319.4;319.4
multi_even,1048576,hash_synonym,gmem_priv_gather,187.53,1,1,187.5;187.5;187.5
multi_even,1048576,powerlaw:0.5,gmem_priv_gather,169.82,1,1,169.5;169.8;170.2
multi_even,1048576,stale_resident,gmem_priv_gather,223.43,1,1,223.4;223.4;223.3
multi_even,1048576,concentrated:0.0,priv_cuckoo,319.17,1,1,319.2;318.9;319.6
multi_even,1048576,hash_synonym,priv_cuckoo,187.48,1,1,187.5;187.5;187.1
multi_even,1048576,powerlaw:0.5,priv_cuckoo,170.23,1,1,170.4;170.2;170.0
multi_even,1048576,stale_resident,priv_cuckoo,223.31,1,1,223.3;223.5;223.2
multi_even,1048576,concentrated:0.0,priv_single_probe,319.18,1,1,318.9;319.2;319.2
multi_even,1048576,hash_synonym,priv_single_probe,187.54,1,1,187.5;187.9;187.5
multi_even,1048576,powerlaw:0.5,priv_single_probe,170.26,1,1,170.3;170.3;169.7
multi_even,1048576,stale_resident,priv_single_probe,223.37,1,1,223.4;223.3;223.4
multi_range,65536,concentrated:0.0,default,1330.54,1,1,1330.5;1330.0;1330.9
multi_range,65536,hash_synonym,default,621.31,1,1,621.3;621.3;620.9
multi_range,65536,powerlaw:0.5,default,523.61,1,1,523.2;523.9;523.6
multi_range,65536,stale_resident,default,414.78,1,1,414.9;414.7;414.8
multi_range,65536,concentrated:0.0,hybrid,1352.09,1,1,1352.1;1352.1;1351.7
multi_range,65536,hash_synonym,hybrid,599.14,1,1,599.1;600.1;598.5
multi_range,65536,powerlaw:0.5,hybrid,496.04,1,1,495.9;496.2;496.0
multi_range,65536,stale_resident,hybrid,396.58,1,1,397.1;396.6;395.5
multi_range,65536,concentrated:0.0,direct_cuckoo,1352.15,1,1,1352.8;1351.5;1352.1
multi_range,65536,hash_synonym,direct_cuckoo,599.46,1,1,599.6;599.5;598.8
multi_range,65536,powerlaw:0.5,direct_cuckoo,496.09,1,1,495.8;496.3;496.1
multi_range,65536,stale_resident,direct_cuckoo,396.42,1,1,396.7;396.4;396.0
multi_range,65536,concentrated:0.0,direct_single_probe,1330.50,1,1,1330.4;1330.5;1331.3
multi_range,65536,hash_synonym,direct_single_probe,621.50,1,1,621.5;621.5;621.4
multi_range,65536,powerlaw:0.5,direct_single_probe,523.50,1,1,523.6;523.3;523.5
multi_range,65536,stale_resident,direct_single_probe,414.54,1,1,414.8;414.5;414.5
multi_range,65536,concentrated:0.0,gmem_priv_gather,318.40,1,1,318.6;318.3;318.4
multi_range,65536,hash_synonym,gmem_priv_gather,222.91,1,1,222.9;222.7;223.2
multi_range,65536,powerlaw:0.5,gmem_priv_gather,278.42,1,1,278.8;278.4;278.4
multi_range,65536,stale_resident,gmem_priv_gather,134.91,1,1,135.0;134.9;134.9
multi_range,65536,concentrated:0.0,priv_cuckoo,318.56,1,1,318.6;318.6;318.5
multi_range,65536,hash_synonym,priv_cuckoo,222.99,1,1,222.9;223.0;223.1
multi_range,65536,powerlaw:0.5,priv_cuckoo,278.51,1,1,278.6;278.2;278.5
multi_range,65536,stale_resident,priv_cuckoo,134.96,1,1,134.9;135.0;135.0
multi_range,65536,concentrated:0.0,priv_single_probe,318.55,1,1,318.7;318.4;318.5
multi_range,65536,hash_synonym,priv_single_probe,223.02,1,1,223.0;223.2;222.8
multi_range,65536,powerlaw:0.5,priv_single_probe,278.43,1,1,277.8;278.4;278.6
multi_range,65536,stale_resident,priv_single_probe,134.82,1,1,135.0;134.8;134.8
multi_range,262144,concentrated:0.0,default,1332.33,1,1,1332.3;1333.0;1332.0
multi_range,262144,hash_synonym,default,504.29,1,1,504.9;504.3;504.1
multi_range,262144,powerlaw:0.5,default,278.67,1,1,278.2;278.7;279.2
multi_range,262144,stale_resident,default,415.94,1,1,416.2;415.9;415.9
multi_range,262144,concentrated:0.0,hybrid,1331.48,1,1,1331.5;1332.0;1330.6
multi_range,262144,hash_synonym,hybrid,504.44,1,1,504.4;504.4;504.1
multi_range,262144,powerlaw:0.5,hybrid,278.80,1,1,278.7;279.4;278.8
multi_range,262144,stale_resident,hybrid,415.85,1,1,415.7;415.8;416.1
multi_range,262144,concentrated:0.0,direct_cuckoo,1332.07,1,1,1332.1;1331.9;1332.7
multi_range,262144,hash_synonym,direct_cuckoo,504.65,1,1,504.7;504.7;504.6
multi_range,262144,powerlaw:0.5,direct_cuckoo,278.82,1,1,278.8;279.2;278.5
multi_range,262144,stale_resident,direct_cuckoo,415.64,1,1,415.4;415.8;415.6
multi_range,262144,concentrated:0.0,direct_single_probe,1331.78,1,1,1331.8;1332.6;1331.7
multi_range,262144,hash_synonym,direct_single_probe,504.08,1,1,503.1;504.7;504.1
multi_range,262144,powerlaw:0.5,direct_single_probe,279.06,1,1,279.4;278.7;279.1
multi_range,262144,stale_resident,direct_single_probe,416.05,1,1,416.1;416.0;416.1
multi_range,262144,concentrated:0.0,gmem_priv_gather,257.03,1,1,257.1;256.7;257.0
multi_range,262144,hash_synonym,gmem_priv_gather,100.92,1,1,100.9;100.9;100.9
multi_range,262144,powerlaw:0.5,gmem_priv_gather,213.88,1,1,213.9;213.6;214.3
multi_range,262144,stale_resident,gmem_priv_gather,125.51,1,1,125.5;125.4;125.6
multi_range,262144,concentrated:0.0,priv_cuckoo,257.08,1,1,257.2;256.9;257.1
multi_range,262144,hash_synonym,priv_cuckoo,100.80,1,1,100.6;100.8;100.9
multi_range,262144,powerlaw:0.5,priv_cuckoo,213.96,1,1,214.0;213.8;214.3
multi_range,262144,stale_resident,priv_cuckoo,125.46,1,1,125.5;125.5;125.5
multi_range,262144,concentrated:0.0,priv_single_probe,256.97,1,1,257.0;257.1;257.0
multi_range,262144,hash_synonym,priv_single_probe,100.84,1,1,100.8;100.8;101.0
multi_range,262144,powerlaw:0.5,priv_single_probe,213.88,1,1,213.9;214.0;213.7
multi_range,262144,stale_resident,priv_single_probe,125.47,1,1,125.4;125.5;125.5
multi_range,1048576,concentrated:0.0,default,1347.03,1,1,1347.0;1347.0;1347.9
multi_range,1048576,hash_synonym,default,509.98,1,1,509.8;510.1;510.0
multi_range,1048576,powerlaw:0.5,default,485.14,1,1,485.1;485.0;485.2
multi_range,1048576,stale_resident,default,420.81,1,1,420.8;420.8;420.5
multi_range,1048576,concentrated:0.0,hybrid,1346.89,1,1,1347.3;1346.9;1346.7
multi_range,1048576,hash_synonym,hybrid,509.43,1,1,509.4;509.4;509.5
multi_range,1048576,powerlaw:0.5,hybrid,484.78,1,1,484.8;484.9;484.7
multi_range,1048576,stale_resident,hybrid,420.39,1,1,420.4;420.6;420.4
multi_range,1048576,concentrated:0.0,direct_cuckoo,1346.99,1,1,1347.4;1347.0;1346.9
multi_range,1048576,hash_synonym,direct_cuckoo,509.36,1,1,509.2;509.4;509.8
multi_range,1048576,powerlaw:0.5,direct_cuckoo,485.04,1,1,485.1;485.0;484.9
multi_range,1048576,stale_resident,direct_cuckoo,420.21,1,1,420.5;420.2;420.2
multi_range,1048576,concentrated:0.0,direct_single_probe,1346.72,1,1,1346.3;1346.9;1346.7
multi_range,1048576,hash_synonym,direct_single_probe,510.10,1,1,509.6;510.2;510.1
multi_range,1048576,powerlaw:0.5,direct_single_probe,484.64,1,1,484.9;484.6;484.3
multi_range,1048576,stale_resident,direct_single_probe,420.40,1,1,420.4;420.5;420.1
multi_range,1048576,concentrated:0.0,gmem_priv_gather,163.13,1,1,162.9;163.2;163.1
multi_range,1048576,hash_synonym,gmem_priv_gather,81.74,1,1,81.7;81.7;81.9
